City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
1560349,Yen Bai,70,VN,1631418778,57,21.7,21.7,91.92,1.99
5351515,Garden Grove,1,US,1631418779,58,33.7739,33.7739,90.75,1.99
3391360,Santana,0,BR,1631418779,83,-0.0583,-0.0583,82.58,6.91
2836413,Schopfheim,4,DE,1631418781,91,47.6511,47.6511,59.77,1.77
1706801,Leyte,100,PH,1631418782,68,11.3697,11.3697,87.51,2.91
3018778,Feignies,51,FR,1631418783,93,50.2981,50.2981,55.31,6.46
2922582,Garching bei München,12,DE,1631418784,97,48.25,48.25,56.97,3.44
1506260,Gornyak,100,RU,1631418785,86,50.9942,50.9942,51.1,9.48
2894855,Jockgrim,19,DE,1631418786,90,49.0989,49.0989,59.23,2.77
6541794,Giaveno,24,IT,1631418695,68,45.047,45.047,66.72,1.99
612126,Samtredia,90,GE,1631418787,100,42.1537,42.1537,66.47,3.44
1058381,Morondava,0,MG,1631418789,55,-20.2833,-20.2833,71.69,11.5
4161178,Lake Butler,100,US,1631418790,84,28.5017,28.5017,78.69,3
2655329,Bloxwich,89,GB,1631418791,84,52.6181,52.6181,57.24,1.99
4634946,Knoxville,1,US,1631418674,87,35.9606,35.9606,68.2,0
4509884,Dayton,1,US,1631418634,72,39.7589,39.7589,74.32,5.01
2659703,Meilen,75,CH,1631418793,91,47.2723,47.2723,60.42,1.14
2644419,Liphook,76,GB,1631418795,85,51.0772,51.0772,55.54,4.25
1261481,New Delhi,75,IN,1631418738,94,28.6128,28.6128,80.76,5.75
3622895,Matina,100,CR,1631418796,92,10.0761,10.0761,76.53,3.56
4527879,Wellston,5,US,1631418797,81,39.1234,39.1234,71.08,7.61
1256237,Shimla,100,IN,1631418609,78,31.1,31.1,62.2,2.57
6052861,Magdalen Islands,49,CA,1631418798,82,47.4001,47.4001,58.78,10.36
3839479,Rafaela,97,AR,1631418799,55,-31.2503,-31.2503,63,8.01
3623486,Heredia,75,CR,1631418801,81,10,10,68.77,1.01
3176285,Gassino Torinese,0,IT,1631418802,75,45.1316,45.1316,70.45,2.3
2466698,Agareb,20,TN,1631418803,64,34.7424,34.7424,74.52,4.61
672016,Ocniţa,2,RO,1631418804,97,44.9833,44.9833,61.48,4.79
4355843,Gaithersburg,1,US,1631418806,85,39.1434,39.1434,69.82,5.75
3520874,Rafael Lucio,92,MX,1631418807,94,19.5833,19.5833,57.13,5.48
1691184,Sagada,100,PH,1631418807,78,17.084,17.084,69.58,3.78
5048361,Spring Lake Park,1,US,1631418808,65,45.1077,45.1077,69.51,5.75
702417,Vilshany,95,UA,1631418809,57,50.0527,50.0527,57.49,4.92
5129433,Nyack,1,US,1631418810,71,41.0906,41.0906,71.6,1.99
2980339,Arrondissement de Saintes,82,FR,1631418812,71,45.6667,45.6667,58.69,7.4
361058,Alexandria,40,EG,1631418702,69,31.2156,31.2156,75.16,6.91
2650967,Dronfield,97,GB,1631418813,82,53.3022,53.3022,58.1,3
490068,Sovetsk,78,RU,1631418814,98,55.0839,55.0839,58.96,5.3
3333158,Boxley,75,GB,1631418816,88,51.3016,51.3016,57.38,4.36
932993,Tsau,0,BW,1631418817,43,-20.15,-20.15,56.57,7.4
4501019,Camden,0,US,1631418525,84,39.7835,39.7835,69.75,1.01
3456412,Monte Belo,56,BR,1631418819,80,-21.3225,-21.3225,64.02,4.14
3455580,Padre Bernardo,1,BR,1631418821,25,-15.35,-15.35,76.23,3.4
6173017,Val-d'Or,75,CA,1631418822,94,48.1002,48.1002,59.09,8.05
5338929,Commerce,0,US,1631418824,56,34.0006,34.0006,89.83,4.41
359212,Banī Mazār,0,EG,1631418825,73,28.5036,28.5036,70.74,7.52
1276058,Bhātpāra,49,IN,1631418826,73,22.8714,22.8714,89.51,17.54
5942913,Dryden,90,CA,1631418827,81,49.7833,49.7833,50.29,6.91
